Id. de la fila;Id. del pedido;Fecha del pedido;ANIO;MES;SEMANA;NUM DIAS;Fecha de envío;Forma de envío;Id. del cliente;Nombre del cliente;Segmento;Ciudad;Estado;País;Región;Id. del producto;Categoría;Subcategoría;Nombre del producto;Total;Cantidad;Descuento;Ganancia;
8620;MX-2016-149307;13/11/2016;2016;nov;2;13;18/11/2016;Estándar;UR-21400;Unai Reynoso;Particulares;Manaus;Amazonas;Brasil;Sur;MAT-SO-10000158;Material de oficina;Sobres;Kraft Sobre de hebilla, Reciclado;156;3;0;58,8;
9184;MX-2015-147018;13/10/2015;2015;oct;2;13;17/10/2015;Rápido;OL-19570;Odiseo Liébanas;Particulares;Manaus;Amazonas;Brasil;Sur;MAT-GR-10002614;Material de oficina;Grapas;Advantus Grapadoras, Al por mayor;900,2;7;0;242,2;
9273;MX-2015-115644;18/01/2015;2015;ene;2;18;23/01/2015;Estándar;WN-21790;Waldo Nazario;Particulares;Manaus;Amazonas;Brasil;Sur;MAT-GR-10003868;Material de oficina;Grapas;OIC Grapadoras, Paquete de 12;384;3;0;61,2;
3261;US-2016-156146;13/09/2016;2016;sep;2;13;19/09/2016;Estándar;LA-17905;Leopoldo Archuleta;Empresa;Chimbote;Ancash;Perú;Sur;MAT-SO-10003921;Material de oficina;Sobres;Ames Sobres de uso interno, 50;902,4;5;0,4;-105,6;
4576;US-2018-123288;19/11/2018;2018;nov;3;19;23/11/2018;Estándar;LS-18100;Luján Salinas;Particulares;Chimbote;Ancash;Perú;Sur;TEC-TE-10001255;Tecnología;Teléfonos;Nokia Teléfono de oficina, Tamaño completo;1594,08;6;0,4;-478,32;
7577;US-2016-153241;24/06/2016;2016;jun;3;24;30/06/2016;Estándar;AP-11515;Aniceto Puertas;Particulares;Huaraz;Ancash;Perú;Sur;MAT-CA-10001444;Material de oficina;Carpetas;Wilson Jones Separadores, Duradero;190,8;6;0,4;-57,6;
50;MX-2018-100783;6/05/2018;2018;may;1;6;10/05/2018;Estándar;MR-18205;Mafalda Rojo;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-GR-10003651;Material de oficina;Grapas;Accos Clips, Paquete de 12;449;5;0;85;
69;MX-2017-164021;24/07/2017;2017;jul;4;24;30/07/2017;Estándar;AR-11140;Antonio Rocha;Particulares;Bello;Antioquia;Colombia;Sur;MOB-LI-10002871;Mobiliario;Librerías;Sauder Librería clásica, Negro;8746,8;3;0;4110,6;
70;MX-2017-164021;24/07/2017;2017;jul;4;24;30/07/2017;Estándar;AR-11140;Antonio Rocha;Particulares;Bello;Antioquia;Colombia;Sur;MOB-MO-10001975;Mobiliario;Mobiliario;Deflect-O Bombilla, Negro;759,6;6;0;379,2;
501;MX-2017-142118;29/06/2017;2017;jun;4;29;3/07/2017;Rápido;DS-13705;Dino Saucedo;Empresa;Apartadó;Antioquia;Colombia;Sur;MOB-MO-10000543;Mobiliario;Mobiliario;Tenex Reloj, Duradero;630,4;2;0;226,8;
502;MX-2017-142118;29/06/2017;2017;jun;4;29;3/07/2017;Rápido;DS-13705;Dino Saucedo;Empresa;Apartadó;Antioquia;Colombia;Sur;MAT-AR-10003750;Material de oficina;Arte;Sanford Rotuladores, Tamaños variados;704,8;4;0;176;
771;MX-2015-162992;18/11/2015;2015;nov;3;18;23/11/2015;Estándar;FA-14800;Florencio Anguiano;Empresa;Medellín;Antioquia;Colombia;Sur;TEC-CO-10002286;Tecnología;Copiadoras;HP Fotocopiadora personal, 2;826,9428;1;0,002;362,7428;
1075;MX-2018-106719;23/06/2018;2018;jun;3;23;27/06/2018;Estándar;BH-12025;Berta Herrera;Particulares;Envigado;Antioquia;Colombia;Sur;MAT-SO-10000214;Material de oficina;Sobres;Ames Sobre de hebilla, Reciclado;80;2;0;12;
1168;MX-2015-166653;15/12/2015;2015;dic;2;15;21/12/2015;Estándar;DM-13660;Dora Morales;Particulares;Bello;Antioquia;Colombia;Sur;MOB-SI-10000743;Mobiliario;Sillas;Novimex Silla plegable, Ajustable;2824;5;0;28;
1673;MX-2017-123386;20/09/2017;2017;sep;3;20;24/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-SO-10003497;Material de oficina;Sobres;GlobeWeis Sobre de hebilla, Plateado;410;5;0;200;
1674;MX-2017-123386;20/09/2017;2017;sep;3;20;24/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Medellín;Antioquia;Colombia;Sur;TEC-AC-10000370;Tecnología;Accesorios;Memorex Memoria USB, Programable;618;3;0;271,8;
1675;MX-2017-123386;20/09/2017;2017;sep;3;20;24/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-CA-10002107;Material de oficina;Carpetas;Wilson Jones Cubierta de carpeta, Reciclado;154;2;0;9,2;
1676;MX-2017-123386;20/09/2017;2017;sep;3;20;24/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Medellín;Antioquia;Colombia;Sur;MOB-SI-10002932;Mobiliario;Sillas;Office Star Taburete, Negro;1143,4;1;0;68,6;
1677;MX-2017-123386;20/09/2017;2017;sep;3;20;24/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-SU-10000604;Material de oficina;Suministros;Acme Cizallas, Rectangular;1554;5;0;574;
1678;MX-2017-123386;20/09/2017;2017;sep;3;20;24/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Medellín;Antioquia;Colombia;Sur;MOB-LI-10002714;Mobiliario;Librerías;Sauder Librería, Negro;3951,2;4;0;552,8;
1872;MX-2017-113824;27/04/2017;2017;abr;4;27;29/04/2017;Urgente;AP-10060;Alan Pérez;PYME;Medellín;Antioquia;Colombia;Sur;TEC-AC-10004683;Tecnología;Accesorios;Belkin Tarjeta de memoria, Económico;3061,6;4;0;581,6;
1873;MX-2017-113824;27/04/2017;2017;abr;4;27;29/04/2017;Urgente;AP-10060;Alan Pérez;PYME;Medellín;Antioquia;Colombia;Sur;MOB-LI-10001117;Mobiliario;Librerías;Dania Librería clásica, Negro;24726,6;9;0;9147,6;
2079;MX-2015-138002;11/11/2015;2015;nov;2;11;16/11/2015;Rápido;KA-17350;Kristina Arroyo;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-CA-10003188;Material de oficina;Carpetas;Avery Perforador, Duradero;391,6;2;0;109,6;
2080;MX-2015-138002;11/11/2015;2015;nov;2;11;16/11/2015;Rápido;KA-17350;Kristina Arroyo;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-EL-10003502;Material de oficina;Electrodomésticos;KitchenAid Frigorífico, Plateado;31721,4;9;0;8564,4;
2081;MX-2015-138002;11/11/2015;2015;nov;2;11;16/11/2015;Rápido;KA-17350;Kristina Arroyo;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-AL-10000423;Material de oficina;Almacenamiento;Smead Bandejas, Tamaño completo;646,8;2;0;239,2;
2082;MX-2015-138002;11/11/2015;2015;nov;2;11;16/11/2015;Rápido;KA-17350;Kristina Arroyo;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-CA-10003624;Material de oficina;Carpetas;Avery Carpeta, Transparente;576,8;7;0;120,4;
3087;MX-2018-157518;31/05/2018;2018;may;4;31;2/06/2018;Urgente;JO-16735;Jeremías Orozco;Particulares;Medellín;Antioquia;Colombia;Sur;MOB-LI-10002714;Mobiliario;Librerías;Sauder Librería, Negro;2963,4;3;0;414,6;
3274;MX-2017-125563;15/11/2017;2017;nov;2;15;20/11/2017;Estándar;NC-19150;Nadia Calderón;Particulares;Bello;Antioquia;Colombia;Sur;MAT-CA-10003527;Material de oficina;Carpetas;Avery Cubierta de carpeta, Duradero;251,4;3;0;93;
3441;MX-2018-108280;11/04/2018;2018;abr;2;11;17/04/2018;Estándar;EN-14020;Elvira Nieves;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-CA-10003787;Material de oficina;Carpetas;Wilson Jones Anillas, Reciclado;65,2;2;0;17,6;
3442;MX-2018-108280;11/04/2018;2018;abr;2;11;17/04/2018;Estándar;EN-14020;Elvira Nieves;Particulares;Medellín;Antioquia;Colombia;Sur;TEC-TE-10002034;Tecnología;Teléfonos;Nokia Amplificador de señal, Tamaños variados;3716;4;0;1597,6;
3443;MX-2018-108280;11/04/2018;2018;abr;2;11;17/04/2018;Estándar;EN-14020;Elvira Nieves;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-CA-10001945;Material de oficina;Carpetas;Acco Perforador, Transparente;591,6;3;0;100,2;
3444;MX-2018-108280;11/04/2018;2018;abr;2;11;17/04/2018;Estándar;EN-14020;Elvira Nieves;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-AL-10002814;Material de oficina;Almacenamiento;Tenex Archivador móvil, Azul;2682,6;3;0;106,8;
3445;MX-2018-108280;11/04/2018;2018;abr;2;11;17/04/2018;Estándar;EN-14020;Elvira Nieves;Particulares;Medellín;Antioquia;Colombia;Sur;MOB-LI-10003828;Mobiliario;Librerías;Sauder Vitrina, Blanco;3384;3;0;642,6;
3446;MX-2018-108280;11/04/2018;2018;abr;2;11;17/04/2018;Estándar;EN-14020;Elvira Nieves;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-GR-10000248;Material de oficina;Grapas;Stockwell Grapadoras, Tamaños variados;556;5;0;205;
3951;MX-2018-167514;10/01/2018;2018;ene;2;10;13/01/2018;Rápido;EM-13855;Elías Macías;Empresa;Medellín;Antioquia;Colombia;Sur;TEC-TE-10003910;Tecnología;Teléfonos;Nokia Teléfono inteligente, Azul;1642;2;0;262,4;
5412;MX-2016-150560;22/09/2016;2016;sep;3;22;27/09/2016;Estándar;MM-18715;Melis Montes;Empresa;Medellín;Antioquia;Colombia;Sur;TEC-CO-10003950;Tecnología;Copiadoras;Sharp Fotocopiadora, Digital;4771,2384;3;0,002;1472,4384;
5413;MX-2016-150560;22/09/2016;2016;sep;3;22;27/09/2016;Estándar;MM-18715;Melis Montes;Empresa;Medellín;Antioquia;Colombia;Sur;MOB-LI-10001625;Mobiliario;Librerías;Dania Librería, Convencional;1621,2;2;0;470;
5414;MX-2016-150560;22/09/2016;2016;sep;3;22;27/09/2016;Estándar;MM-18715;Melis Montes;Empresa;Medellín;Antioquia;Colombia;Sur;MOB-LI-10002379;Mobiliario;Librerías;Bush Biblioteca, Convencional;7286,4;3;0;1894,2;
5415;MX-2016-150560;22/09/2016;2016;sep;3;22;27/09/2016;Estándar;MM-18715;Melis Montes;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-CA-10004470;Material de oficina;Carpetas;Ibico Carpeta, Reciclado;211,2;2;0;82;
5493;MX-2018-131765;15/08/2018;2018;ago;2;15;18/08/2018;Rápido;NL-19105;Naiara Laboy;Particulares;Medellín;Antioquia;Colombia;Sur;TEC-AC-10004607;Tecnología;Accesorios;Belkin Router, Blanco;5131,2;3;0;0;
5494;MX-2018-131765;15/08/2018;2018;ago;2;15;18/08/2018;Rápido;NL-19105;Naiara Laboy;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-SO-10001401;Material de oficina;Sobres;Ames Sobre de tipo Manila, Rojo;1129,2;6;0;90;
5495;MX-2018-131765;15/08/2018;2018;ago;2;15;18/08/2018;Rápido;NL-19105;Naiara Laboy;Particulares;Medellín;Antioquia;Colombia;Sur;MAT-ET-10002945;Material de oficina;Etiquetas;Harbour Creations Etiquetas extraíbles, Ajustable;110;2;0;37,2;
5496;MX-2018-131765;15/08/2018;2018;ago;2;15;18/08/2018;Rápido;NL-19105;Naiara Laboy;Particulares;Medellín;Antioquia;Colombia;Sur;TEC-AC-10001024;Tecnología;Accesorios;Logitech Router, Programable;11611,6;7;0;4527,6;
5497;MX-2018-131765;15/08/2018;2018;ago;2;15;18/08/2018;Rápido;NL-19105;Naiara Laboy;Particulares;Medellín;Antioquia;Colombia;Sur;MOB-MO-10002171;Mobiliario;Mobiliario;Deflect-O Tope para puertas, Duradero;1366;5;0;614;
7566;MX-2017-133585;6/09/2017;2017;sep;1;6;10/09/2017;Estándar;AP-11485;Aniceto Pérez;PYME;Medellín;Antioquia;Colombia;Sur;MAT-PA-10001804;Material de oficina;Papel;Eaton Cuaderno, Reciclado;883;5;0;114;
7753;MX-2016-144778;10/08/2016;2016;ago;1;10;16/08/2016;Estándar;AV-10825;Amelia Vega;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-AL-10004137;Material de oficina;Almacenamiento;Fellowes Archivador móvil, Azul;5492,4;6;0;768;
8413;MX-2018-103681;9/04/2018;2018;abr;2;9;16/04/2018;Estándar;MM-18175;Maciela Mata;PYME;Medellín;Antioquia;Colombia;Sur;MAT-AL-10000561;Material de oficina;Almacenamiento;Smead Archivador móvil, Azul;2568;3;0;307,8;
8414;MX-2018-103681;9/04/2018;2018;abr;2;9;16/04/2018;Estándar;MM-18175;Maciela Mata;PYME;Medellín;Antioquia;Colombia;Sur;TEC-TE-10001830;Tecnología;Teléfonos;Samsung Teléfono inteligente, Tamaños variados;1681,2;2;0;369,6;
8415;MX-2018-103681;9/04/2018;2018;abr;2;9;16/04/2018;Estándar;MM-18175;Maciela Mata;PYME;Medellín;Antioquia;Colombia;Sur;MAT-ET-10003377;Material de oficina;Etiquetas;Avery Etiquetas extraíbles, Duradero;222,6;3;0;39,6;
8416;MX-2018-103681;9/04/2018;2018;abr;2;9;16/04/2018;Estándar;MM-18175;Maciela Mata;PYME;Medellín;Antioquia;Colombia;Sur;MAT-CA-10004107;Material de oficina;Carpetas;Avery Separadores, Reciclado;178,4;4;0;45,6;
9236;MX-2016-101560;10/10/2016;2016;oct;2;10;16/10/2016;Estándar;CO-13105;Cosme Ojeda;Empresa;Medellín;Antioquia;Colombia;Sur;MAT-AR-10004686;Material de oficina;Arte;Binney & Smith Bolígrafos, Azul;716,4;9;0;41,4;
9237;MX-2016-101560;10/10/2016;2016;oct;2;10;16/10/2016;Estándar;CO-13105;Cosme Ojeda;Empresa;Medellín;Antioquia;Colombia;Sur;TEC-CO-10004259;Tecnología;Copiadoras;Brother Fotocopiadora personal, 2;2852,0844;3;0,002;651,2844;
9238;MX-2016-101560;10/10/2016;2016;oct;2;10;16/10/2016;Estándar;CO-13105;Cosme Ojeda;Empresa;Medellín;Antioquia;Colombia;Sur;TEC-CO-10001712;Tecnología;Copiadoras;Brother Fotocopiadora, Digital;1742,7076;1;0,002;834,5076;
9258;MX-2018-135202;25/11/2018;2018;nov;4;25;1/12/2018;Estándar;BS-11785;Baltasar Santillán;Particulares;Medellín;Antioquia;Colombia;Sur;MOB-LI-10003192;Mobiliario;Librerías;Ikea Biblioteca, Blanco;7318,2;3;0;1463,4;
4571;MX-2017-118577;16/04/2017;2017;abr;3;16;22/04/2017;Estándar;DL-13240;Dánae Lebrón;PYME;Antofagasta;Antofagasta;Chile;Sur;TEC-CO-10001174;Tecnología;Copiadoras;Hewlett Fax, 2;6385,6032;3;0,002;3186,4032;
4572;MX-2017-118577;16/04/2017;2017;abr;3;16;22/04/2017;Estándar;DL-13240;Dánae Lebrón;PYME;Antofagasta;Antofagasta;Chile;Sur;MAT-AL-10004960;Material de oficina;Almacenamiento;Smead Casilleros, Metal;1316,6;1;0;52,6;
4573;MX-2017-118577;16/04/2017;2017;abr;3;16;22/04/2017;Estándar;DL-13240;Dánae Lebrón;PYME;Antofagasta;Antofagasta;Chile;Sur;MAT-SU-10003430;Material de oficina;Suministros;Acme Cúter, Acero;744;3;0;111,6;
4574;MX-2017-118577;16/04/2017;2017;abr;3;16;22/04/2017;Estándar;DL-13240;Dánae Lebrón;PYME;Antofagasta;Antofagasta;Chile;Sur;TEC-AC-10000802;Tecnología;Accesorios;Enermax Teclado, Blanco;2167,2;4;0;216;
9208;MX-2016-103947;11/11/2016;2016;nov;1;11;17/11/2016;Estándar;PO-20110;Pío Olivares;Particulares;Calama;Antofagasta;Chile;Sur;MOB-MO-10001015;Mobiliario;Mobiliario;Rubvermaid Bombilla, Duradero;211,6;2;0;44,4;
2594;US-2015-105760;13/01/2015;2015;ene;2;13;17/01/2015;Estándar;GA-15175;Germán Altamira;PYME;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-SU-10003413;Material de oficina;Suministros;Elite Regla, Acero;264;5;0,4;-80;
8214;US-2018-150665;7/10/2018;2018;oct;1;7;13/10/2018;Estándar;CC-12910;Concordia Cuéllar;PYME;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-CA-10001680;Material de oficina;Carpetas;Wilson Jones Encuadernadora, Reciclado;394,56;2;0,4;-217,04;
205;MX-2017-163853;20/09/2017;2017;sep;3;20;25/09/2017;Estándar;EA-14170;Estela Alonso;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MOB-SI-10001995;Mobiliario;Sillas;Harbour Creations Silla plegable, 2;801,12;2;0,4;93,12;
206;MX-2017-163853;20/09/2017;2017;sep;3;20;25/09/2017;Estándar;EA-14170;Estela Alonso;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-AL-10002814;Material de oficina;Almacenamiento;Tenex Archivador móvil, Azul;1073,04;2;0,4;-644,16;
207;MX-2017-163853;20/09/2017;2017;sep;3;20;25/09/2017;Estándar;EA-14170;Estela Alonso;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-AR-10002164;Material de oficina;Arte;Binney & Smith Bolígrafos, Tamaños variados;302,4;5;0,4;-5,6;
7563;US-2016-149517;20/07/2016;2016;jul;3;20;24/07/2016;Estándar;ER-14305;Enric Ruiz;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;TEC-AC-10002497;Tecnología;Accesorios;Enermax Ratón, Negro;486;3;0,4;-145,8;
9253;US-2018-134698;24/12/2018;2018;dic;4;24;31/12/2018;Estándar;DS-13165;Dana Sandoval;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-AL-10004490;Material de oficina;Almacenamiento;Rogers Estanterías, Metal;1713,6;7;0,4;-343;
9254;US-2018-134698;24/12/2018;2018;dic;4;24;31/12/2018;Estándar;DS-13165;Dana Sandoval;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-SO-10002231;Material de oficina;Sobres;GlobeWeis Cierre adhesivo, 50;598,92;7;0,4;89,32;
9255;US-2018-134698;24/12/2018;2018;dic;4;24;31/12/2018;Estándar;DS-13165;Dana Sandoval;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-AL-10001063;Material de oficina;Almacenamiento;Fellowes Bandejas, Metal;451,68;2;0,4;-218,32;
9256;US-2018-134698;24/12/2018;2018;dic;4;24;31/12/2018;Estándar;DS-13165;Dana Sandoval;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;TEC-AC-10001693;Tecnología;Accesorios;SanDisk Memoria USB, Programable;492,48;3;0,4;-82,32;
9981;US-2018-102106;30/06/2018;2018;jun;4;30;3/07/2018;Urgente;CS-12655;Cintia Salgado;PYME;San José de Guanipa;Anzoátegui;Venezuela;Sur;MOB-ME-10002049;Mobiliario;Mesas;Lesro Mesa de conferencias, Negro;5145,48;3;0,7;-7203,72;
9982;US-2018-102106;30/06/2018;2018;jun;4;30;3/07/2018;Urgente;CS-12655;Cintia Salgado;PYME;San José de Guanipa;Anzoátegui;Venezuela;Sur;MOB-MO-10004543;Mobiliario;Mobiliario;Advantus Bandeja apiladora, Negro;210,96;2;0,4;-14,24;
6195;US-2016-120838;24/07/2016;2016;jul;4;24;27/07/2016;Urgente;DC-13465;Débora Cabrera;Particulares;San José de Guanipa;Anzoátegui;Venezuela;Sur;MAT-SO-10004670;Material de oficina;Sobres;Jiffy Paquetes, Plateado;1424,52;9;0,4;-523,08;
9456;MX-2018-138982;19/06/2018;2018;jun;3;19;25/06/2018;Estándar;LT-17935;Luís Tejada;Particulares;Arauca;Arauca;Colombia;Sur;MAT-EL-10002160;Material de oficina;Electrodomésticos;KitchenAid Microondas, Negro;4130;2;0;1362,8;
9457;MX-2018-138982;19/06/2018;2018;jun;3;19;25/06/2018;Estándar;LT-17935;Luís Tejada;Particulares;Arauca;Arauca;Colombia;Sur;MAT-SU-10000351;Material de oficina;Suministros;Stiletto Tijeras, Industrial;168,2;1;0;53,8;
9458;MX-2018-138982;19/06/2018;2018;jun;3;19;25/06/2018;Estándar;LT-17935;Luís Tejada;Particulares;Arauca;Arauca;Colombia;Sur;MAT-SO-10003285;Material de oficina;Sobres;Jiffy Cierre adhesivo, Rojo;314;2;0;59,6;
9459;MX-2018-138982;19/06/2018;2018;jun;3;19;25/06/2018;Estándar;LT-17935;Luís Tejada;Particulares;Arauca;Arauca;Colombia;Sur;TEC-CO-10003478;Tecnología;Copiadoras;Hewlett Fotocopiadora personal, Rojo;2843,7012;3;0,002;221,7012;
9460;MX-2018-138982;19/06/2018;2018;jun;3;19;25/06/2018;Estándar;LT-17935;Luís Tejada;Particulares;Arauca;Arauca;Colombia;Sur;MOB-LI-10003530;Mobiliario;Librerías;Sauder Biblioteca, Metal;7741,8;3;0;1857,6;
9461;MX-2018-138982;19/06/2018;2018;jun;3;19;25/06/2018;Estándar;LT-17935;Luís Tejada;Particulares;Arauca;Arauca;Colombia;Sur;MAT-AR-10004588;Material de oficina;Arte;Boston Rotuladores, Al por mayor;177,6;1;0;24,8;
7005;US-2015-113348;27/10/2015;2015;oct;4;27;29/10/2015;Rápido;IO-16315;Imanol Orellana;Particulares;Arequipa;Arequipa;Perú;Sur;MAT-PA-10001037;Material de oficina;Papel;Xerox Papel de tipo pergamino, Multicolor;176,04;3;0,4;-82,56;
7006;US-2015-113348;27/10/2015;2015;oct;4;27;29/10/2015;Rápido;IO-16315;Imanol Orellana;Particulares;Arequipa;Arequipa;Perú;Sur;MAT-PA-10003747;Material de oficina;Papel;SanDisk Papel de tipo pergamino, Multicolor;217,44;3;0,4;28,44;
7007;US-2015-113348;27/10/2015;2015;oct;4;27;29/10/2015;Rápido;IO-16315;Imanol Orellana;Particulares;Arequipa;Arequipa;Perú;Sur;MAT-PA-10000553;Material de oficina;Papel;SanDisk Agenda, Premium;190,56;2;0,4;-25,44;
7008;US-2015-113348;27/10/2015;2015;oct;4;27;29/10/2015;Rápido;IO-16315;Imanol Orellana;Particulares;Arequipa;Arequipa;Perú;Sur;MAT-EL-10000110;Material de oficina;Electrodomésticos;Cuisinart Frigorífico, Plateado;5961,96;3;0,4;-795,24;
8781;MX-2018-159597;20/11/2018;2018;nov;3;20;25/11/2018;Estándar;VV-21550;Victoria Valdivia;PYME;Arequipa;Arequipa;Perú;Sur;MAT-GR-10003379;Material de oficina;Grapas;Stockwell Grapas, Tamaños variados;31,44;1;0,4;3,04;
8782;MX-2018-159597;20/11/2018;2018;nov;3;20;25/11/2018;Estándar;VV-21550;Victoria Valdivia;PYME;Arequipa;Arequipa;Perú;Sur;MAT-AL-10004582;Material de oficina;Almacenamiento;Eldon Carpetas, Industrial;349,2;5;0,4;-104,8;
1398;MX-2016-105648;16/02/2016;2016;feb;2;16;18/02/2016;Urgente;LV-18145;Lidia Villaseñor;Particulares;Arica;Arica y Parinacota;Chile;Sur;TEC-AC-10002880;Tecnología;Accesorios;Logitech Teclado, Económico;3381;7;0;844,2;
8106;MX-2015-146577;7/12/2015;2015;dic;1;7;12/12/2015;Estándar;KS-17320;Karina Suárez;PYME;Arica;Arica y Parinacota;Chile;Sur;MAT-PA-10003841;Material de oficina;Papel;Green Bar Resma, Paquete de 12;678;3;0;94,8;
38;MX-2018-154739;4/07/2018;2018;jul;1;4;7/07/2018;Rápido;RC-20440;Reinaldo Córdova;Empresa;Artemisa;Artemisa;Cuba;Caribe;MOB-ME-10001663;Mobiliario;Mesas;Chromcraft Mesa de café, Rectangular;5293,2;3;0;2646,6;
39;MX-2018-154739;4/07/2018;2018;jul;1;4;7/07/2018;Rápido;RC-20440;Reinaldo Córdova;Empresa;Artemisa;Artemisa;Cuba;Caribe;MOB-LI-10001049;Mobiliario;Librerías;Ikea Librería, Blanco;3336;4;0;1067,2;
40;MX-2018-154739;4/07/2018;2018;jul;1;4;7/07/2018;Rápido;RC-20440;Reinaldo Córdova;Empresa;Artemisa;Artemisa;Cuba;Caribe;MAT-GR-10000408;Material de oficina;Grapas;Advantus Cintas de goma, Paquete de 12;427,2;4;0;4;
2605;MX-2016-151211;14/09/2016;2016;sep;2;14;19/09/2016;Estándar;AA-10390;Arturo Anguiano;Particulares;Artemisa;Artemisa;Cuba;Caribe;MAT-SO-10003386;Material de oficina;Sobres;Kraft Sobres de uso interno, Rojo;336,4;1;0;148;
4223;MX-2015-108504;13/12/2015;2015;dic;2;13;18/12/2015;Estándar;AL-10240;Adolfo Lira;Particulares;Artemisa;Artemisa;Cuba;Caribe;TEC-CO-10001712;Tecnología;Copiadoras;Brother Fotocopiadora, Digital;3485,4152;2;0,002;1669,0152;
4224;MX-2015-108504;13/12/2015;2015;dic;2;13;18/12/2015;Estándar;AL-10240;Adolfo Lira;Particulares;Artemisa;Artemisa;Cuba;Caribe;MAT-SO-10002541;Material de oficina;Sobres;Cameo Cierre adhesivo, Rojo;163,6;1;0;40,8;
6457;MX-2017-131919;23/11/2017;2017;nov;3;23;28/11/2017;Estándar;AP-11230;Ara Puente;Particulares;Artemisa;Artemisa;Cuba;Caribe;MAT-AR-10002932;Material de oficina;Arte;Binney & Smith Libreta de dibujo, Azul;1235,2;4;0;332,8;
6458;MX-2017-131919;23/11/2017;2017;nov;3;23;28/11/2017;Estándar;AP-11230;Ara Puente;Particulares;Artemisa;Artemisa;Cuba;Caribe;MAT-CA-10004778;Material de oficina;Carpetas;Cardinal Encuadernadora, Transparente;2297,4;7;0;642,6;
6655;MX-2016-161872;22/02/2016;2016;feb;3;22;27/02/2016;Estándar;AB-10645;Alexia Bonilla;Particulares;Artemisa;Artemisa;Cuba;Caribe;TEC-AC-10002787;Tecnología;Accesorios;Logitech Tarjeta de memoria, Programable;2097,6;3;0;188,4;
7744;MX-2016-132724;6/11/2016;2016;nov;1;6;9/11/2016;Urgente;JS-16915;Josué Solórzano;Particulares;Artemisa;Artemisa;Cuba;Caribe;MOB-MO-10004653;Mobiliario;Mobiliario;Eldon Marco, Surtido;1550,8;2;0;92,8;
7745;MX-2016-132724;6/11/2016;2016;nov;1;6;9/11/2016;Urgente;JS-16915;Josué Solórzano;Particulares;Artemisa;Artemisa;Cuba;Caribe;MAT-PA-10001901;Material de oficina;Papel;Green Bar Agenda, Paquete de 12;1489,6;8;0;580,8;
7813;MX-2017-132171;26/12/2017;2017;dic;4;26;30/12/2017;Estándar;AO-10255;Adolfo Ojeda;PYME;Artemisa;Artemisa;Cuba;Caribe;TEC-TE-10003490;Tecnología;Teléfonos;Motorola Teléfono de oficina, Tamaños variados;1989,6;4;0;954,4;
2186;MX-2018-119865;29/10/2018;2018;oct;4;29;2/11/2018;Rápido;LG-17815;Lorena Garay;Particulares;Asunción;Asunción;Paraguay;Sur;MAT-CA-10002265;Material de oficina;Carpetas;Acco Encuadernadora, Transparente;3033;9;0;606,6;
2187;MX-2018-119865;29/10/2018;2018;oct;4;29;2/11/2018;Rápido;LG-17815;Lorena Garay;Particulares;Asunción;Asunción;Paraguay;Sur;MOB-LI-10003247;Mobiliario;Librerías;Safco Librería, Negro;2004,4;2;0;821,6;
493;MX-2015-151498;12/11/2015;2015;nov;2;12;16/11/2015;Estándar;BM-11920;Benito Marcos;Particulares;Copiapó;Atacama;Chile;Sur;MOB-SI-10003743;Mobiliario;Sillas;Novimex Estora, Ajustable;784,4;2;0;86;
3117;MX-2018-151470;21/04/2018;2018;abr;3;21;24/04/2018;Urgente;CC-12370;Cándida Celaya;Particulares;Copiapó;Atacama;Chile;Sur;MOB-SI-10000442;Mobiliario;Sillas;Novimex Mecedora, Ajustable;8035,2;9;0;802,8;
